Name,Type,Version,Date Appear,Author,Solve Date
Should CV_16F be supported?,bug,4.5.3,2021-06-19 02:37:43+00:00,pstricks-fans,2021-06-29 21:13:47+00:00
Update RISC-V back-end to RVV 0.10,platform: riscv,4.5.4,2021-06-18 07:34:25+00:00,joy2myself,2021-07-09 22:42:52+00:00
split private.hpp for faster compilation,RFC,Not specified,2021-06-17 11:34:58+00:00,SyPeter,2021-08-23 07:39:35+00:00
CMake GUI - set folder in windows ( VTK is not found),question (invalid tracker),Not specified,2021-06-17 01:46:03+00:00,liang0724s,2021-10-04 01:17:02+00:00
onnx load error,bug,3.4.15,2021-06-16 13:36:26+00:00,Daewon-Hwang,2021-07-01 13:53:01+00:00
Reorder defined checks in pollKey according to cmake file,bug,4.5.3,2021-06-16 08:38:44+00:00,rogday,2021-06-17 11:02:40+00:00
G-API: Extend python bindings,category: python bindings,4.5.3,2021-06-16 07:34:11+00:00,TolyaTalamanov,2021-06-30 09:04:10+00:00
assert(graph_def.node[0].op == 'Placeholder') IndexError: list index out of range,incomplete,Not specified,2021-06-15 21:16:08+00:00,nf-i,2021-07-11 14:31:08+00:00
solvepnpransac - usac with SQPNP,question (invalid tracker),Not specified,2021-06-14 10:50:01+00:00,fatihmd,2021-07-11 14:30:51+00:00
(5.x) Merge 4.x,Uncategorized,Not specified,2021-06-13 10:44:26+00:00,alalek,2021-06-13 18:25:34+00:00
added GLFW support and 3D visualization placeholders into highgui,Uncategorized,Not specified,2021-06-12 15:30:31+00:00,vpisarev,2022-05-23 09:16:23+00:00
partial support for quantized models in ONNX importer,feature,Not specified,2021-06-12 05:52:52+00:00,vpisarev,2021-08-13 08:22:34+00:00
Fix potential NaN in cv::norm.,bug,3.4.15,2021-06-11 20:06:44+00:00,vrabaud,2021-06-15 18:21:28+00:00
Fix potential NaN in cv::norm,Uncategorized,Not specified,2021-06-11 15:26:19+00:00,vrabaud,2021-06-11 19:58:24+00:00
is it allowed to use opencv to earn money,invalid,Not specified,2021-06-11 04:08:50+00:00,ghost,2021-07-11 14:30:27+00:00
"DirectX: Support conversion for more types, including float16 types",feature,4.5.3,2021-06-11 03:58:24+00:00,JoeHowse,2021-06-11 20:13:29+00:00
Added new unit test for cv::initInverseRectificationMap(),test,4.5.3,2021-06-11 00:16:55+00:00,IanMaquignaz,2021-06-20 16:27:55+00:00
cmake: fix installation of python extra code,bug,4.5.3,2021-06-10 10:59:02+00:00,alalek,2021-06-10 13:49:37+00:00
How to set timeout property when I use VideoCapture.Open to play a rtsp/rtmp video?,question (invalid tracker),4.5.4,2021-06-10 01:07:47+00:00,Tsingkai,2021-10-04 01:15:42+00:00
"OpenCV 4.5.2 cannot build .so.  Visual Studio throws errors, and android toolchain rejected by CMake",duplicate,Not specified,2021-06-09 22:58:33+00:00,SavedByZero,2021-06-10 04:33:33+00:00
Apply modifier mask to the state of modifier keys,category: highgui-gui,3.4.15,2021-06-09 15:49:31+00:00,rogday,2021-06-18 15:47:36+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-06-09 11:33:41+00:00,alalek,2021-06-09 13:21:20+00:00
python(loader): add workaround to detect and patch sys.path[0],category: python bindings,3.4.15,2021-06-09 09:54:00+00:00,alalek,2021-06-09 10:58:42+00:00
highgui: plugin fixes,bug,4.5.3,2021-06-09 09:09:10+00:00,alalek,2021-06-09 13:28:42+00:00
python read jp2 catch exception,question (invalid tracker),Not specified,2021-06-09 07:33:47+00:00,git3210,2021-07-11 14:27:49+00:00
core: fix nSize initialization in cvIplImage(),bug,3.4.15,2021-06-09 07:33:06+00:00,alalek,2021-06-09 10:52:51+00:00
Update to initInverseRectificationMap(),category: calib3d,4.5.3,2021-06-08 22:54:00+00:00,IanMaquignaz,2021-06-09 13:27:43+00:00
Bug in cvInitImageHeader - missing nSize initialization,bug,3.4.15,2021-06-08 20:44:25+00:00,matthew-kj-barrow,2021-06-09 13:21:15+00:00
Hot fix negative MTCNN PNet ROI coordinates,bug,4.5.3,2021-06-08 15:51:38+00:00,dbudniko,2021-06-09 10:28:32+00:00
ffmpeg/4.x: update FFmpeg wrapper 2021.06,category: videoio,4.5.3,2021-06-08 14:22:49+00:00,alalek,2021-06-08 19:23:59+00:00
Tracking API: fix incorrect structure,bug,4.5.3,2021-06-08 11:42:52+00:00,APrigarina,2021-06-08 15:46:57+00:00
pre: OpenCV 4.5.3 (version++),Uncategorized,4.5.3,2021-06-08 08:57:25+00:00,alalek,2021-06-08 13:55:19+00:00
(3.4) highgui(GTK): fix NULL ptr checks,bug,3.4.15,2021-06-08 08:45:12+00:00,alalek,2021-06-08 13:45:07+00:00
(4.x) highgui(GTK): fix NULL ptr checks,bug,4.5.3,2021-06-08 08:43:05+00:00,alalek,2021-06-08 13:44:36+00:00
How to confirm the  issue CVE-2019-9423 is fixed or not？,incomplete,Not specified,2021-06-08 06:45:30+00:00,caihuajin,2021-10-04 00:30:17+00:00
"Add documentation on G-types, cv::MediaFrame, and G-API namespaces",category: documentation,4.5.3,2021-06-07 22:29:01+00:00,dmatveev,2021-06-16 15:06:27+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-06-07 22:12:58+00:00,alalek,2021-06-08 08:09:36+00:00
pre: OpenCV 3.4.15 (version++),Uncategorized,3.4.15,2021-06-07 20:19:11+00:00,alalek,2021-06-07 22:05:46+00:00
Calib3d update hyperlinks,category: documentation,4.5.3,2021-06-07 19:18:32+00:00,IanMaquignaz,2021-06-08 13:27:23+00:00
building for webassembly injects pages of non useful strings,wontfix,Not specified,2021-06-07 18:42:35+00:00,boulabiar,2021-07-11 14:26:03+00:00
Unable to build OpenCV with VTK 9.0.1 for OpenVINO 2021.3,question (invalid tracker),Not specified,2021-06-07 16:39:29+00:00,aniketor,2021-06-25 16:22:34+00:00
Add Thickness parameter in drawMatches function,feature,3.4.15,2021-06-07 14:03:00+00:00,gasparitiago,2021-06-18 19:48:15+00:00
G-API: Init cv structures in pyopencv_gapi,Uncategorized,Not specified,2021-06-07 12:40:01+00:00,TolyaTalamanov,2021-06-07 21:17:04+00:00
cv2.error: OpenCV(3.4.14) C:\Users\runneradmin\AppData\Local\Temp\pip-req-build-zm2ara2e\opencv\modules\dnn\src\dnn.cpp:2692: error: (-215:Assertion failed) inp.total() in function 'cv::dnn::experimental_dnn_34_v21::Net::Impl::allocateLayers',invalid,Not specified,2021-06-07 08:40:31+00:00,ollehhello,2021-07-11 14:23:28+00:00
"highgui: update backends handling, fix WITH_OPENGL=ON build",bug,4.5.3,2021-06-07 08:36:06+00:00,alalek,2021-06-07 17:37:04+00:00
8-bit quantization in dnn module and int8 layers,feature,4.5.4,2021-06-07 06:53:07+00:00,SamFC10,2021-08-19 08:09:14+00:00
"Setting frames with cap.set(cv2.CAP_PROP_POS_FRAMES, frame_num) differs from directly doing cap.read()",duplicate,Not specified,2021-06-07 05:49:31+00:00,agirbau,2021-06-07 05:55:33+00:00
dummy change to trigger the builders,pr: reproducer,Not specified,2021-06-07 05:15:26+00:00,vpisarev,2021-06-07 10:34:13+00:00
Removed the old C API in 3d and calib modules,cleanup,Not specified,2021-06-06 16:12:47+00:00,vpisarev,2021-06-07 16:55:33+00:00
added support for calibration using chessboard pattern to the android…,category: samples,Not specified,2021-06-06 16:11:28+00:00,VineetTambe,2021-08-13 09:02:27+00:00
wp8 samples typos (3.4),category: samples,Not specified,2021-06-06 14:55:52+00:00,jogo-,2021-06-07 17:32:14+00:00
Anti virus warning in package,incomplete,Not specified,2021-06-06 14:53:42+00:00,jcnwholland,2021-07-11 14:22:28+00:00
Java at function,feature,Not specified,2021-06-06 06:54:47+00:00,komakai,2021-06-08 18:45:54+00:00
Swift at function,feature,4.5.3,2021-06-06 05:49:36+00:00,komakai,2021-06-08 18:45:54+00:00
WP8 samples typos,pr: needs rebase,Not specified,2021-06-05 09:03:10+00:00,jogo-,2021-06-06 05:28:20+00:00
Error for (1.0-mask),question (invalid tracker),Not specified,2021-06-04 13:37:49+00:00,TJCoding,2021-06-13 12:04:58+00:00
(5.x) Merge 4.x,Uncategorized,Not specified,2021-06-04 12:03:34+00:00,alalek,2021-06-04 17:26:08+00:00
QT backend: cv::waitKey() and cv::waitKeyEx() do not capture arrow keys once you click on the image or press TAB,bug,4.9.0,2021-06-04 10:06:00+00:00,pajos-c,2023-11-13 11:55:49+00:00
opencv 4.1.0 with cuda 10.0 error redefinition of argument 'std',invalid,Not specified,2021-06-04 02:06:46+00:00,OOF-dura,2021-07-11 14:22:09+00:00
libgio-2.0.so.0: undefined symbol: g_uri_join while importing cv2 in conda environmnent (Ubuntu),category: 3rdparty,Not specified,2021-06-04 00:23:57+00:00,syed0596,2021-06-04 00:33:34+00:00
videoio(dshow) fix memory leak,bug,3.4.15,2021-06-03 20:15:08+00:00,kstuedem,2021-06-05 16:02:51+00:00
videoio(dshow) fix incompatible media type left set on video device,bug,3.4.15,2021-06-03 20:13:57+00:00,kstuedem,2021-06-05 16:02:51+00:00
videoio(dshow) fix incompatible media type left set on video device,Uncategorized,Not specified,2021-06-03 19:59:39+00:00,kstuedem,2021-06-03 20:04:49+00:00
How to build opencv with latest version of Gstreamer 1.18,question (invalid tracker),Not specified,2021-06-03 16:44:34+00:00,research-boy,2021-06-10 16:29:33+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-06-03 16:27:36+00:00,alalek,2021-06-03 20:41:08+00:00
OpenCV CMake windows build problem with PYTHON3_LIBRARY ,duplicate,Not specified,2021-06-03 10:10:47+00:00,quickgrid,2021-06-04 11:47:45+00:00
Update haarcascade_upperbody.xml,invalid,Not specified,2021-06-03 02:22:38+00:00,Bhavith02,2021-06-03 03:44:12+00:00
Improve SIFT for arm64/Apple silicon,optimization,4.5.3,2021-06-02 19:43:23+00:00,Developer-Ecosystem-Engineering,2021-06-22 22:59:27+00:00
"Fix dynamic loading of clBLAS and clFFT (formerly, clAmdBlas and clAmdFft)",optimization,4.5.3,2021-06-02 19:00:58+00:00,JoeHowse,2021-06-07 20:24:28+00:00
EXR reading: support Z channel if no Y channel,feature,3.4.15,2021-06-02 12:54:56+00:00,PolarNick239,2021-06-03 16:21:03+00:00
Updated grabcut example to show the background in a transparant way,category: samples,3.4.16,2021-06-02 12:18:43+00:00,rmeertens,2021-07-16 10:20:40+00:00
InputSize cannot be set for TextDetectionModel [Android / Java binding],bug,Not specified,2021-06-02 10:50:46+00:00,rr-rv,2021-07-15 20:26:37+00:00
test,Uncategorized,Not specified,2021-06-02 09:49:17+00:00,sturkmen72,2021-06-15 10:15:04+00:00
G-API: Support vaargs for cv.compile_args,category: python bindings,4.5.3,2021-06-02 07:52:20+00:00,TolyaTalamanov,2021-06-18 17:16:07+00:00
OpenCV(4.5.2) Error: Bad argument ,question (invalid tracker),Not specified,2021-06-02 07:47:50+00:00,RajanKing,2021-06-02 08:14:46+00:00
docs/tutorials: improve plugin sections,category: documentation,4.5.3,2021-06-01 23:30:52+00:00,mshabunin,2021-06-02 16:37:02+00:00
3rdparty: libjpeg-turbo 2.0.6 => 2.1.0,category: 3rdparty,3.4.15,2021-06-01 20:02:31+00:00,alalek,2021-06-02 16:30:33+00:00
ts: migrate from cgi.escape to html.escape in .py file,test,3.4.15,2021-06-01 19:25:28+00:00,alalek,2021-06-02 16:30:09+00:00
Split up layer dispatch of Tensorflow importer into map of functions,category: dnn,3.4.15,2021-06-01 14:19:56+00:00,rogday,2021-06-11 20:06:18+00:00
Remove custom transpose kernel from MTCNN sample,category: samples,4.5.3,2021-06-01 12:08:57+00:00,dbudniko,2021-06-02 16:26:22+00:00
Add support for quantized ONNX networks,feature,5.0,2021-06-01 11:28:30+00:00,vpisarev,2021-10-04 18:07:39+00:00
highgui: plugins cleanup & fixes,category: highgui-gui,4.5.3,2021-05-31 16:25:03+00:00,alalek,2021-06-01 13:16:40+00:00
G-API: Add standalone fix for graph empty input,category: g-api / gapi,4.5.3,2021-05-31 06:22:45+00:00,sivanov-work,2021-06-10 11:05:46+00:00
improve compatibility for qt 6.,category: highgui-gui,3.4.16,2021-05-30 13:46:18+00:00,xhawk18,2021-10-04 16:44:58+00:00
Fix RVV toolchain conflicts.,category: build/install,Not specified,2021-05-30 08:34:13+00:00,hanliutong,2021-05-31 09:23:01+00:00
Opencv include in c++ error,duplicate,Not specified,2021-05-30 08:34:04+00:00,Seven7Up,2021-05-30 14:33:29+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-05-29 19:02:38+00:00,alalek,2021-05-29 20:19:15+00:00
behavior of cv.findContours() differs from what one might expect,question (invalid tracker),Not specified,2021-05-29 17:45:18+00:00,Phillip-M-Feldman,2021-06-01 15:17:54+00:00
core: fix function returns in intrin.hpp,Uncategorized,Not specified,2021-05-29 14:59:35+00:00,mshabunin,2021-05-30 12:52:21+00:00
Opencv4 include path error,duplicate,Not specified,2021-05-29 13:15:58+00:00,Seven7Up,2021-05-29 14:22:38+00:00
add cuda and vulkan backends to dnn samples,category: samples,4.5.3,2021-05-28 14:30:15+00:00,rogday,2021-06-01 14:00:51+00:00
highgui: fix trackbar value pointer handling,bug,3.4.15,2021-05-28 02:08:22+00:00,alalek,2021-05-28 14:10:26+00:00
videoio(test): bailout from VP9 tests if first frame can't be read,test,4.5.3,2021-05-28 01:21:39+00:00,alalek,2021-05-28 09:57:54+00:00
core(OpenCL): avoid limit of Image kernel args,bug,3.4.15,2021-05-28 00:49:14+00:00,alalek,2021-05-28 14:10:15+00:00
Expose Outlier Ratio in LMeDSPointSetRegistrator,Uncategorized,Not specified,2021-05-27 23:33:04+00:00,danielenricocahall,2021-06-02 23:46:45+00:00
Handle minDiversity in Grayscale MSER,feature,5.0,2021-05-27 23:17:47+00:00,danielenricocahall,2021-05-29 14:45:17+00:00
[G-API] Generic type documentation,category: documentation,4.5.3,2021-05-27 10:28:14+00:00,TolyaTalamanov,2021-06-08 08:59:58+00:00
opencv/modules/core/include/opencv2/core/private.cuda.hpp:59:12: fatal error: cuda.h: No such file or directory  #  include <cuda.h>             ^~~~~~~~ compilation terminated.,invalid,Not specified,2021-05-27 09:31:36+00:00,lucasjinreal,2021-10-04 00:30:41+00:00
Friendlier error messages when image path does not exist in cv2.seamlessClone(),category: photo,3.4.17,2021-05-27 09:09:43+00:00,blazejdolicki,2021-11-20 15:58:40+00:00
"When I use ncnn, it reports an error",question (invalid tracker),Not specified,2021-05-27 07:39:30+00:00,liguoyu666,2021-05-28 01:07:25+00:00
Added initInverseRectificationMap(),feature,4.5.3,2021-05-26 23:01:38+00:00,IanMaquignaz,2021-06-08 01:45:07+00:00
highgui: fix config verification for GTK,category: highgui-gui,4.5.3,2021-05-26 18:33:06+00:00,mshabunin,2021-05-27 07:10:41+00:00
G-API: add documentation on serialization functionality,category: documentation,4.5.4,2021-05-26 16:16:44+00:00,smirnov-alexey,2021-07-07 19:07:59+00:00
haarcascade_frontalcatface.xml not working properly,question (invalid tracker),Not specified,2021-05-26 09:51:24+00:00,Shuvo31,2021-07-09 07:28:17+00:00
"Set/Get the active device used with (DNN_BACKEND_OPENCV, DNN_TARGET_OPENCL)",question (invalid tracker),Not specified,2021-05-25 17:02:40+00:00,JulienMaille,2021-05-25 17:32:41+00:00
Inconsistent handling of `value` argument in `createTrackbar`.,bug,3.4.15,2021-05-25 15:49:20+00:00,dan-masek,2021-05-29 20:18:42+00:00
Fix LaTeX (MathJax) script in the docs,category: documentation,3.4.15,2021-05-25 15:33:07+00:00,hyrodium,2021-05-26 06:31:29+00:00
G-API: Python. Wrapper for networks.,category: python bindings,4.5.3,2021-05-25 15:11:44+00:00,mpashchenkov,2021-06-01 14:42:44+00:00
G-API: Support remote inference,category: g-api / gapi,4.5.3,2021-05-25 14:36:01+00:00,smirnov-alexey,2021-06-25 21:09:33+00:00
Add streaming queue capacity option choice to MTCNN G-API sample,category: samples,4.5.3,2021-05-25 11:48:35+00:00,dbudniko,2021-05-27 15:50:13+00:00
Compiling with Qt4: OpenCVFindLibsGUI.cmake requires Qt5,question (invalid tracker),Not specified,2021-05-25 11:47:46+00:00,clauandr,2021-05-25 14:07:42+00:00
wrong fps written in raspberry pi,question (invalid tracker),Not specified,2021-05-25 11:19:44+00:00,simonm3,2021-07-11 14:19:16+00:00
G-API: Extend MediaFrame to be able to extract additional info besides access,category: g-api / gapi,4.5.3,2021-05-24 22:57:32+00:00,smirnov-alexey,2021-06-08 08:58:51+00:00
Accurate HOG initialization with and without SVM,test,3.4.15,2021-05-24 14:12:00+00:00,rogday,2021-06-01 13:31:36+00:00
Round fix in OnMouse,bug,3.4.15,2021-05-24 13:41:07+00:00,rogday,2021-06-02 17:49:01+00:00
Error: ‘AVStream’ {aka ‘struct AVStream’} has no member named ‘codec’,duplicate,Not specified,2021-05-24 12:28:02+00:00,xaliander,2021-05-24 12:30:21+00:00
videoio: build issues with upcoming FFmpeg 5.0,priority: normal,3.4.18,2021-05-24 12:21:10+00:00,crackwitz,2022-04-01 18:34:51+00:00
Analog of gtest_filter for java tests,category: build/install,Not specified,2021-05-24 12:11:51+00:00,asmorkalov,2021-06-02 17:50:50+00:00
Memory leak detected by Valgrind in cv::resize,duplicate,Not specified,2021-05-24 09:51:18+00:00,Mactarvish,2021-07-11 14:18:57+00:00
G-API: Python. Gaze Estimation sample.,category: python bindings,4.5.3,2021-05-24 09:27:18+00:00,mpashchenkov,2021-07-01 10:27:29+00:00
port base64 encoding from 3.4,feature,4.5.4,2021-05-24 08:24:02+00:00,rogday,2021-07-19 20:44:36+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-05-23 21:25:47+00:00,alalek,2021-05-23 22:35:29+00:00
Pixel over access with mouse callback function,bug,3.4.15,2021-05-22 07:11:15+00:00,ynatori,2021-06-03 20:42:33+00:00
cannot compile OpenCV with QT and OpenGL. ,duplicate,Not specified,2021-05-22 05:30:03+00:00,VladimirBessonov,2021-07-11 14:15:22+00:00
OpenCV fails to properly authenticate to RTSP ,wontfix,Not specified,2021-05-21 20:19:08+00:00,ajohnston9,2021-07-11 14:17:46+00:00
cuda4dnn(MatMul): add MatMulOp,feature,4.5.3,2021-05-21 19:36:55+00:00,YashasSamaga,2021-06-08 14:47:32+00:00
[build] Move `OPENCV_DISABLE_FILESYSTEM_SUPPORT`. [NFC],Uncategorized,Not specified,2021-05-21 12:55:03+00:00,fpetrogalli,2021-05-21 18:57:11+00:00
IPP: cmake chooses the wrong architecture of libippicv.a on JETSON AGX XAVIER,question (invalid tracker),Not specified,2021-05-21 12:08:57+00:00,peclatj,2021-05-21 14:42:20+00:00
Fix data overflow problem in GaussianBlur,bug,3.4.15,2021-05-21 07:40:26+00:00,mightbxg,2021-05-25 12:55:22+00:00
how to use solvePnPRANSAC_IPPE in lidar and camera,question (invalid tracker),Not specified,2021-05-21 06:19:03+00:00,enting8696,2021-06-03 03:36:37+00:00
imgwarp: Assertion failed on linux but not Mac OS X.,duplicate,Not specified,2021-05-20 20:42:09+00:00,FiReTiTi,2021-05-23 08:21:44+00:00
HOG no longer copyable without SVM coefficients,bug,3.4.15,2021-05-20 17:41:12+00:00,sergiud,2021-06-03 20:42:54+00:00
Update CMakeLists.txt,incomplete,Not specified,2021-05-20 16:38:47+00:00,yqtianust,2023-05-04 19:40:08+00:00
G-API: Improvement stereo documentation.,category: documentation,4.5.3,2021-05-20 15:50:56+00:00,aDanPin,2021-06-09 13:24:50+00:00
Reenable filesystem for ios builds,category: build/install,3.4.15,2021-05-20 13:07:43+00:00,kikaxa,2021-06-21 21:53:07+00:00
Wrong OpenCV version used in Anaconda environment ,invalid,Not specified,2021-05-20 07:06:37+00:00,er778899789,2021-05-20 07:18:20+00:00
aravis-8.0 is NOW compatible.,feature,Not specified,2021-05-20 06:07:51+00:00,jiapei100,2021-12-20 09:32:51+00:00
Color Bug in drawContours() in JNI,question (invalid tracker),Not specified,2021-05-20 04:12:07+00:00,kcwongjoe,2021-07-11 14:17:12+00:00
