Name,Type,Version,Date Appear
inpaint cannot handle borders,category: photo,Not specified,2016-02-04 17:14:03+00:00
BackgroundSubtractorMOG2 apply calls from python causes allocation error,bug,Not specified,2016-02-03 04:31:40+00:00
Support for HEVC and VP9 in cudacodec::VideoReader,feature,Not specified,2016-02-03 00:26:33+00:00
Python Multiprocessing Problem,bug,Not specified,2016-01-30 00:06:52+00:00
OpenCV projectPoints jacobian matrix is not correct,bug,Not specified,2016-01-29 08:39:34+00:00
Support BORDER_TRANSPARENT for image filtering,category: core,Not specified,2016-01-26 16:02:40+00:00
Possible wrong tutorial (Arithmetic operation Tut for Python),bug,Not specified,2016-01-25 11:45:55+00:00
Color convert under CPU and GPU is not consistant,bug,Not specified,2016-01-17 13:17:39+00:00
cv::cuda::CascadeClassifier returns empty objects,bug,Not specified,2016-01-14 15:17:40+00:00
CMake find_package across 2.x and 3.x,category: build/install,Not specified,2016-01-07 16:14:34+00:00
cv::namedWindow will not spawn a new opengl window if you try to create a window that has been closed.,bug,Not specified,2016-01-04 05:31:38+00:00
calcOpticalFlowPyrLK yields incorrect result when using OpenCL,bug,Not specified,2016-01-03 07:45:04+00:00
 undefined reference to `glRotated',bug,Not specified,2015-12-22 13:59:41+00:00
potential bug  in VideoCapture_DShow,bug,Not specified,2015-12-21 12:34:17+00:00
OpenCV FileStorage only supports YAML 1.0 which is now deprecated.,feature,Not specified,2015-12-18 17:41:22+00:00
Unexpected numerical problem in cv::warpAffine,category: imgproc,Not specified,2015-12-16 13:32:53+00:00
grabcut error,RFC,Not specified,2015-12-15 19:13:51+00:00
real_time_pose_estimation tutorial could use new vtk mesh functionality,feature,Not specified,2015-12-15 01:57:30+00:00
Bug in Superres modules,bug,Not specified,2015-12-14 06:33:24+00:00
viz3d.cpp compiler error with vtk in build,bug,Not specified,2015-12-06 01:36:57+00:00
BFMatcher SigSegv (OpenCL implementation),bug,Not specified,2015-12-02 17:10:02+00:00
HoughLine results not ordered when using OpenCL,priority: normal,Not specified,2015-11-24 00:41:41+00:00
FlannBasedMatcher throws exception on large inputs,bug,Not specified,2015-11-23 15:22:19+00:00
program crash in cv::gpu::device::hog::set_up_constants,bug,Not specified,2015-11-23 03:01:49+00:00
Unexpected result in matchTemplate for TM_CCOEFF_NORMED,bug,Not specified,2015-11-20 16:32:32+00:00
Bug in stitching module when applying composePanorama multiple times,bug,Not specified,2015-11-18 01:26:45+00:00
Error running script for WinRT,bug,Not specified,2015-11-04 11:40:57+00:00
"""error: (-217) invalid resource handle"" when using OpenCV 2.4.11-2.4.x compiled with Cuda 7.5 on second graphic card",bug,Not specified,2015-11-02 07:50:34+00:00
the problem of stitching module,bug,Not specified,2015-11-02 07:28:58+00:00
"GPU-hog doesn't work with win_stride smaller then (8, 8)",bug,Not specified,2015-10-23 12:31:37+00:00
VideoCapture problem with big videodata,bug,Not specified,2015-10-23 11:35:04+00:00
"opencv-2.4.* compilation issue with cuda, bumblebee",bug,Not specified,2015-10-21 21:23:23+00:00
Documentation: Update docs about connected component label images,priority: normal,Not specified,2015-10-21 12:53:29+00:00
MacOSX: VideoWriter slows down after some point,bug,Not specified,2015-10-20 11:25:26+00:00
VideoCapture::isOpened() test error,bug,Not specified,2015-10-19 17:45:07+00:00
 Bug: Dependencies between detector runs on LBP,bug,Not specified,2015-10-02 16:44:03+00:00
Shape Transformers and Interfaces - Thin Plate Spline Warping,bug,Not specified,2015-10-02 12:52:28+00:00
A quest for better docs for MatExpr and Mat,category: documentation,Not specified,2015-09-28 00:00:43+00:00
Bug: cv::CascadeClassifier window advances prematurely for no obvious reason,bug,Not specified,2015-09-26 06:37:17+00:00
OutputArray::create fails for vector<Mat>,priority: normal,Not specified,2015-09-23 16:05:31+00:00
Fisheye calibrate failure with specific arguments,bug,Not specified,2015-09-23 06:03:53+00:00
UMatBasicTests.GetUMat tests fail on Win10,bug,Not specified,2015-09-18 11:48:23+00:00
Tests in UMat group fail on Haswell,bug,Not specified,2015-09-18 11:39:39+00:00
Tests OCL_Filter/Erode.Mat (Dilate) fail on Android x86,bug,Not specified,2015-09-18 11:02:42+00:00
`OutputArray` and `Mat` interprets `std::vector` differently,category: core,5.0,2015-09-16 12:11:33+00:00
cv::CascadeClassifier::detectMultiScale detection differences from OpenCV 2.4.11 => 3.0.0 ,bug,Not specified,2015-09-15 20:23:04+00:00
Optimizing cvReprojectImageTo3D(),priority: normal,Not specified,2015-09-14 13:37:56+00:00
cv::BFMatcher::match crashes graphics driver,bug,Not specified,2015-09-09 12:58:21+00:00
about pyopencv_to in cv2.cpp,bug,Not specified,2015-09-04 11:39:27+00:00
BFMatcher doesn't work with MatVector,bug,Not specified,2015-09-01 10:58:33+00:00
the tutorial of high dynamic range imaging may cause misleading,bug,Not specified,2015-08-31 18:19:32+00:00
Unable to compile calib3d with cuda,bug,Not specified,2015-08-26 15:24:27+00:00
In faceDetect.cpp Video input still be executed after it finish (infinite loop),bug,Not specified,2015-08-26 13:59:57+00:00
cv::Point::homogeneous(),priority: normal,Not specified,2015-08-25 12:41:12+00:00
WinRT: imread/ imwrite not working properly in Visual Studio 2015 C++ Universal Windows Application,bug,Not specified,2015-08-24 05:50:49+00:00
Not determenistic behaviour of flann on android smartphone,bug,Not specified,2015-08-20 13:17:13+00:00
Python bindings naming convention and packaging,priority: normal,5.0,2015-08-20 10:01:15+00:00
videoio last frame forever when usb camera disconnected,bug,Not specified,2015-08-19 11:44:11+00:00
Organize project management with github issue,RFC,Not specified,2015-08-19 10:19:37+00:00
videostab: trim-ratio must not be greater than 0.44,bug,Not specified,2015-08-14 07:08:11+00:00
videostab: motion-inpainting option crashes,bug,Not specified,2015-08-12 10:21:12+00:00
More details on supported platform,bug,Not specified,2015-08-11 16:02:26+00:00
imagestorage.cpp NegReader function has code that does not make sense,bug,Not specified,2015-08-10 09:12:18+00:00
License compiler,priority: normal,Not specified,2015-08-09 15:01:00+00:00
OpenCV + Python multiprocessing breaks on OSX,bug,Not specified,2015-08-07 14:50:58+00:00
opencv_test_gpu is failing,bug,Not specified,2015-08-06 11:07:48+00:00
cv::gpu::HoughCircles return different result than cv::HoughCircles (Bugfix #3447) ,feature,Not specified,2015-08-04 21:58:57+00:00
OpenCV 3.0: Python Stitcher hangs OSX,priority: low,Not specified,2015-08-01 17:51:18+00:00
Bayer VNG Pixel Offset,bug,Not specified,2015-07-29 14:47:58+00:00
VideoCapture fails when compiled with FFMPEG > 1.2.12 (OpenCV 2.4.11),bug,Not specified,2015-07-29 13:02:18+00:00
Build Failure on Mac OS X (GLX support),bug,Not specified,2015-07-27 11:44:02+00:00
createShapeContextDistanceExtractor()->computeDistance throws exception for certain shaped,bug,Not specified,2015-07-27 11:43:34+00:00
"Opencv python module ""cv"" always reporting ""Runtime error, module compiled against API version 9 but this version of numpy is 4""",bug,Not specified,2015-07-27 11:41:48+00:00
MSER slower in 3.0.0 than 2.4.X,bug,Not specified,2015-07-27 11:41:34+00:00
Ignoring the flags of solvePnP and silently executing EPNP,bug,Not specified,2015-07-27 11:40:53+00:00
Error building OpenCV 3.0.0 on MacOS X,bug,Not specified,2015-07-27 11:39:43+00:00
calcHist should handle parallel operations for small images better,auto-transferred,Not specified,2015-07-27 11:39:30+00:00
Problems to detect face in mode portrait using opencv Android sdk,bug,Not specified,2015-07-27 11:39:16+00:00
findContours() is not for 8-connected neighbours but for 4-connected neighbours?,bug,Not specified,2015-07-27 11:36:56+00:00
medianBlur() performance drop on ARM between v2.4 and v3.0,bug,Not specified,2015-07-27 11:36:28+00:00
kalman.cpp,bug,Not specified,2015-07-27 11:35:32+00:00
Different result when finding the similarity between 2 pictures of 1 person in LBPH by changing the order of prediction,bug,Not specified,2015-07-27 11:35:05+00:00
SURF_CUDA does not match SURF API and is out of date,bug,Not specified,2015-07-27 11:34:23+00:00
StereoSGBM doesn't work with SADWindowSize greater than 11 instead from Python the disparity map looks fine!,bug,Not specified,2015-07-27 11:34:09+00:00
Suspicious synchronization in modules/videoio/src/cap_openni.cpp,bug,Not specified,2015-07-27 11:33:28+00:00
Cannot find header files when compiling matlab bindings,bug,Not specified,2015-07-27 11:33:15+00:00
DescriptorExtractor.create method fails with 'Specified descriptor extractor type is not supported',bug,Not specified,2015-07-27 11:32:47+00:00
"Missing symbols for cv::rectangle with two points, works fine when using a rect",bug,Not specified,2015-07-27 11:32:19+00:00
OpenCL-related warning when OpenCL is disabled,bug,Not specified,2015-07-27 11:30:56+00:00
“R6025 pure virtual function call” with the pre-built staticlib and demo code bg_sub.cpp,bug,Not specified,2015-07-27 11:29:34+00:00
Core.multiply crashes JVM,bug,Not specified,2015-07-27 11:29:07+00:00
opencv_contrib_world build fails,bug,Not specified,2015-07-27 11:28:39+00:00
OpenCV-Java crashes JVM when calling Core.kmeans with NaN element,bug,Not specified,2015-07-27 11:27:15+00:00
cv2.dft output changes between loop iterations for the same input array in complex output mode,bug,Not specified,2015-07-27 11:26:06+00:00
Build error with mingw32 when TBB is enabled: MonitorFromRect not declared,bug,Not specified,2015-07-27 11:24:09+00:00
CPU CascadeClassifier with HOG not working anymore with opencv 3.0.0.rc1,bug,Not specified,2015-07-27 11:23:14+00:00
VideoCapture leaking handles,bug,Not specified,2015-07-27 11:22:46+00:00
Some Matlab bindings are not built,bug,Not specified,2015-07-27 11:22:04+00:00
Move cvSnakeImage to the 3.0 Release of OpenCV,auto-transferred,Not specified,2015-07-27 11:21:51+00:00
Does cvtColor handle non-linearities in the sRGB color space?,auto-transferred,Not specified,2015-07-27 11:19:33+00:00
Documentation issue (OpenCV on Eclipse),bug,Not specified,2015-07-27 11:19:19+00:00
add a way to compile opencv_contrib from an installed OpenCV,auto-transferred,Not specified,2015-07-27 11:18:51+00:00
VideoReader_GPU read ending before video complete,bug,Not specified,2015-07-27 11:17:28+00:00
The direction of the camera to capture the preview not sent 90 degrees clockwise rotation,bug,Not specified,2015-07-27 11:17:15+00:00
getTextSize return incorrect value,bug,Not specified,2015-07-27 11:16:34+00:00
Hot colormap does not match Octave/Matlab,bug,Not specified,2015-07-27 11:15:52+00:00
convexityDefects result is located on the hull but has a large depth,bug,Not specified,2015-07-27 11:14:51+00:00
"2.4.10 Stitching, C++ - Unhandled exception",bug,Not specified,2015-07-27 11:14:10+00:00
viz::Camera should be usable without vtk,auto-transferred,Not specified,2015-07-27 11:12:29+00:00
Incomplete docs -- solvePnP in python,bug,Not specified,2015-07-27 11:12:15+00:00
cv.imread() causes Matlab segfault,bug,Not specified,2015-07-27 11:11:00+00:00
Disconnected IP camera  (opencv 2.4.9 and 3.0),bug,Not specified,2015-07-27 11:10:46+00:00
FileNode and FileNodeIterator does not work for std::vector<std::string>,bug,Not specified,2015-07-27 11:10:19+00:00
Viz3d crashes when it is closed,bug,Not specified,2015-07-27 11:09:37+00:00
Camera Status Check,bug,Not specified,2015-07-27 11:09:24+00:00
cv::cuda::multiply and cv::cuda::sqr can't handle large vector matrices.,bug,Not specified,2015-07-27 11:08:00+00:00
createLaplacePyrGpu() doesnt work,bug,Not specified,2015-07-27 11:07:33+00:00
scope issue in createLaplacePyrGpu() in Blenders.cpp,bug,Not specified,2015-07-27 11:07:19+00:00
Bad Display Aspect Ratio for videos,auto-transferred,Not specified,2015-07-27 11:07:06+00:00
segment_objects.cpp cannot work.,bug,Not specified,2015-07-27 11:06:39+00:00
CMake inter-target dependency graph contains a cycle,bug,Not specified,2015-07-27 11:06:10+00:00
"Warning Target ""opencv_videoio"" requests linking to directory",bug,Not specified,2015-07-27 11:05:43+00:00
Extension of fastNlMeansDenoising to accept 16-bit inputs,auto-transferred,Not specified,2015-07-27 11:05:29+00:00
opecv_contrib  xfeatures2d cuda surf compile error,bug,Not specified,2015-07-27 11:05:16+00:00
ocl::BFMatcher_OCL::knnMatch fails when trained first [2.4.10],bug,Not specified,2015-07-27 11:04:21+00:00
OpenCL SURF_OCL detecting no features with Intel Processor Graphics,bug,Not specified,2015-07-27 11:03:39+00:00
"Cannot get gpu opencv 2.4.10 to work. Cuda 6.5, Intel C++ 15. GCC 4.6-4.9, Ubuntu 14.10",bug,Not specified,2015-07-27 11:02:29+00:00
imwrite can't write jpeg2000 4-channel images.,bug,Not specified,2015-07-27 11:01:47+00:00
Adding support for Metal language under iOS platform.,auto-transferred,Not specified,2015-07-27 11:01:04+00:00
Canny can not detect connected contour of black square on a white background.,bug,Not specified,2015-07-27 11:00:21+00:00
pyopen wont get imported unless numpy is imported,bug,Not specified,2015-07-27 10:59:53+00:00
"2.4.10-android-sdk Play Store ""item not found"" in all samples",bug,Not specified,2015-07-27 10:59:26+00:00
 the fuction cvCreateFileCapture return 0 on Opencv 2.4.9,bug,Not specified,2015-07-27 10:58:40+00:00
Create a module to read/write AVIs using Directshow instead of VFW,auto-transferred,Not specified,2015-07-27 10:58:26+00:00
Crash in flann (kdtree_index.h method searchLevelExact),bug,Not specified,2015-07-27 10:58:12+00:00
Access modifier for BaseLoaderCallback::finish() needs to be declared public,bug,Not specified,2015-07-27 10:57:15+00:00
"OpenCV Error in blender->prepare(corners, sizes)",bug,Not specified,2015-07-27 10:55:51+00:00
OpenCV Cheat Sheet in Python,auto-transferred,Not specified,2015-07-27 10:55:37+00:00
cv::stereoRectify returns incorrect Q matrix,bug,Not specified,2015-07-27 10:55:24+00:00
Compile fails with unicap on debian wheezy 32 bits,bug,Not specified,2015-07-27 10:55:10+00:00
Java bindings. MatOfPoint default constructor creates Mat with CV_8UC1 instead of CV_32S2 type.,bug,Not specified,2015-07-27 10:54:56+00:00
BackgroundSubtractorMOG2 apply function fails ASSERT for large frame sizes,bug,Not specified,2015-07-27 10:54:37+00:00
The Context.bindService() method in Android 5 requires an explicit Intent,bug,Not specified,2015-07-27 10:54:09+00:00
